id,title,key
1328,【AC】AC做了流控限制策略，单用户限制不生效,限制	不住	单用户	服务器	提供	流控	外网	网桥	流量	服务
1329,【AC】ADSSO（域监控）在线用户名显示异常,用户名	显示	服务器	账号	监控	远程	反馈	电脑	异常	导致
1330,【aDesk】x86盒子刷机后提示输入密码,刷机	盒子	输入	密码	重新	重启	开机	提示	需要	c盘
1331,【AC】AD域密码认证，用户在不同的用户组认证上线,认证	上线	密码	本地用户	用户组	用户名	启用	用户	c盘	现场
1332,【IPSEC】VPN互访不通：分支PC网卡IP所属网段包含了总部内网IP,网段	分支	总部	不通	本端	包含	设备	互访	网卡	单臂
1333,【AC】内网检测到设备一直向内网PC发UDP的数据包---开启了未知应用审计,数据包	检测	一直	设备	内网	未知	审计	防火墙	开启	应用
1334,【AC】同级别管理员无法编辑上网策略,编辑	级别	管理员	上网	策略	账号	无法	进行	环路	玩转
1335,【aCloud】2008R2虚拟机开机失败，找不到系统,开机	系统	不到	失败	提示	c盘	现场	环回口	环境	环境变量
1336,【WOC】SANGFOR VPN无法传输广播数据：未启用广播,广播	传输	数据	来自	无法	实验	截图	案例	启用	公司
1337,【SSL】IOS手机浏览器登录VPN未提示：标识为p的资源需要使用pptp接入访问,标识	手机	接入	浏览器	资源	需要	访问	使用	登录	提示
1338,【AC】cookie免认证不生效之在线用户注销测试导致cookie失效,认证	有的是	测试	注销	密码	用户	再次	成功	失效	手动
1339,【AF】 登录AF会闪退，ping设备的接口ip有丢包,闪退	防火墙	登录	运行	接口	控制台	设备	环境变量	猫用	率为
1340,【AC】全网行为管理旁路RST重定向不生效-数据不经过AC,全网	重定向	行为	管理	数据	生效	认证	实现	支持	交换机
1341,【acloud】安装ubuntu虚拟机黑屏,火狐	安装	反应	融合	浏览器	使用	理想	班级	环境	环境变量
1342,【AF】虚拟线路无法删除，删除键是灰色,删除	线路	灰色	虚拟	不动	需要	无法	版本升级	环回口	环境
1343,【SSL】使用360浏览器导入用户不成功,导入	极速	浏览器	用户	成功	使用	设备	模式	客户	现成
1344,【AC】邮件告警测试不成功,邮件	告警	测试	成功	c盘	现已	环回口	环境	环境变量	环境模拟
1345,【AC】与snmp监控软件做对接可以ping通但监控不到数据,监控	软件	不到	扫描	数据	对接	回复	请求	收到	工具
1346,【aCloud】迁移的虚拟机上不了网,迁移	融合	平台	网段	不通	网关	系统	上网	地址	正常
1347,【AC】登录外置数据中心进入搜索中心报错,搜索	进入	中心	外置	数据中心	报错	登录	画面	现已	环境
1348,【SSL】单台电脑浏览器登录VPN反复跳转到下载控件页面,控件	下载	登录	跳转	浏览器	页面	改成	后续	反复	单台
1349,【AC】外置数据中心升级报错--未使用管理员身份运行导致,外置	升级	数据中心	报错	身份	管理员	运行	导致	使用	现象
1350,【SSL】单个客户端无法访问资源,资源	无法访问	中央	观察	客户端	使用	登录	类型	浏览器	文件
1351,【AC】链路负载不生效--手动配置了默认路由,链路	负载	线路	生效	默认	手动	配置	外网	一直	流量
1352,【SSL】设备集群状态异常为单节点状态,状态	异常	节点	集群	处于	设备	现需	班级	玩游戏	玩转
1353,【aCloud】VMware上带显卡虚拟机迁移后开机显示乱码,乱码	显示	迁移	开机	画面	显卡	操作系统	截图	告警	理想
1354,【AC】多网桥模式上架设备之后，网络无法使用,上架	网络	设备	网桥	模式	客户	正常	使用	无法	电脑软件
1355,【IPSEC】总部和分支建立vpn隧道数量有问题，总部未勾启用多线路导致,分支	隧道	总部	线路	电信	状态	设备	条数	数量	联通
1356,【SSL】登录设备控制台没有IPSEC模块,模块	控制台	帐号	登录	设备	管理员	查看	使用	环路	玩游戏
1357,【AC】QQ远程连接不上,远程	不上	接受	连接	一直	建立	显示	c盘	玩游戏	玩转
1358,【SSL】端口映射失败：目的接口配置错误,端口映射	应用	在外	目的	无法访问	接口	进行	出口	网关	内网
1359,【aCloud】linux虚拟机磁盘扩容,扩容	磁盘	c盘	玩游戏	环回口	环境	环境变量	环境模拟	环境设备	环路
1360,【SSL】发布web类型的文件共享的资源，访问提示账号与密码错误,账号	类型	发布	资源	密码	错误	访问	加入	提示	点击
1361,【aDesk】win10虚拟机开机提示runtime error,开机	提示	报错	现场	玩转	环回口	环境	环境变量	环境模拟	环境设备
1362,【AC】AC12.0和第三方设备做ipsec对接不成功--加密算法不匹配,匹配	对接	加密算法	成功	对方	要求	设备	设置	提示	环境设备
1363,【acloud】存储扩容告警提示集群中需要的授权物理CPU总数大于虚拟存储序列号授权数,授权	总数	大于	扩容	虚拟存储	序列号	物理	集群	告警	系统管理员
1364,"【AC】内网网站打不开--勾选了“禁止直接以IP地址形式访问网站,排除URL库中已包含该IP地址”选项",网站	打不开	ip地址	形式	方向	服务器	包含	选项	排除	禁止
1365,【AC】一个网站访问不全,划算	网站	上开	效果	全局	排除	直通	打开	显示	访问
1366,【SSL】登录VPN时收到了短信，但客户端提示：发送短信失败，请重试,验证码	短信	重试	发送	输入框	不弹	认证	登录	失败	收到
1367,【aCloud】虚拟机windows2003添加IP地址报错,ip地址	添加	适配器	报错	分配	时报	内容	输入	已经	现已
1368,【AC】认证界面添加跳转链接,链接	添加	界面	认证	需求	跳转	客户	电话号码	环回口	环境
1369,【AC】页面定制-修改免责申明背景颜色,颜色	申明	免责	背景	修改	白色	文字	蓝色	定制	希望
1370,【aDesk】访问云盘提示指定的帐号密码已过期,云盘	已过期	帐号密码	指定	访问	无法访问	提示	错误	正常	c盘
1371,【AF】配置跨三层mac识别，没有取到交换机上mac地址的一种排查方法,交换机	配置	排查	方法	识别	开启	获取	地址	无法	用户
1372,【aDesk】浪潮服务器安装VMP，磁盘无法设置JBOD模式,浪潮	磁盘	安装	服务器	选项	进行	设置	模式	需要	发现
1373,【AF】正常添加封锁攻击地图的公网IP，添加后查看空白,地图	添加	攻击	公网	状态	攻击者	搜索	路径	空白	运行
1374,【AC】通过VPN下载不了总部OA的附件,下载	附件	总部	链接	访问	正常	c盘	环境模拟	玩转	环回口
1375,【AC】链路负载配置不生效,负载	线路	平均分配	配置	达到	效果	链路	流量	生效	策略
1376,【AF】认证系统用户导入时提示错误：所属路径不能为空,路径	导入	系统	错误	认证	用户	提示	环境模拟	玩转	环回口
1377,【SG】旁路模式升级提示开启了上网加速功能,功能	升级	开启	加速	关闭	检测	检查	系统	模式	上网
1378,【AC】AD域同步的用户不全,同步	用户	部分	策略	成功	配置	现场	环回口	环境	环境变量
1379,【AC】密码认证https重定向失败,认证	密码	弹不出	重定向	网站	界面	访问	失败	用户	现状
1380,【AC】网桥模式部署接入到网络中后内网直通也上不网--出口设备路由配置错误,网桥	接入	上不网	出口	部署	上架	设备	核心	直通	交换机
1381,【SSL】Windows 电脑使用EC输入域名登录SSL VPN后就闪退,闪退	登录	输入	域名	使用	电脑	帐号密码	ip地址	点击	客户端
1382,【AC】手动安装SSL根证书不成功,证书	手动	储存区	只读	机构	安装	颁发	信任	导入	打开
1383,【AC】脚本单点登录，开机不能上网会先弹认证界面，过了一会又可以正常上网了,单点	上网	先弹	认证	登录	脚本	正常	界面	机会	网桥
1384,【SSL】ipsec vpn建立失败，vpntun口地址配置错误导致,失败	建立	对接	协商	标准	防火墙	实验	案例	环境	网关
1385,【WOC】配置端口映射，外网访问不到服务器，两个出口导致,端口映射	服务器	访问	公网	不到	层交换机	网络拓扑	核心	配置	交换机
1386,【AC】使用API开放接口【获取应用流量排行】失败,开放	接口	读取	排行	流量	应用	文档	使用	失败	获取
1387,【AC】一个IP访问不了，直通提示端口控制丢包,控制	直通	端口	访问	根本	策略	能够	用户	提示	开启
1388,【AC】URL分类库自定义通配域名放通，数据中心还是能看到相关拒绝日志,自定义	通配	分类	相关	放通	拒绝	域名	查到	数据中心	后缀
1389,【AC】网监对接，没有收到日志（参数为空导致无法入库）,收到	入库	对接	参数	网监	标准	反馈	导致	无法	现状
1390,【AC】客户出口安全设备检测到AC不断在ping外网,不断	检测	出口	网网	外网	防火墙	地址	部署	客户	现放通
1391,【AC】外置数据中心（或BA）索引生成慢---cpu使用率100%,生成	外置	的慢	数据中心	使用率	现已	环境	环境变量	环境模拟	环境设备
1392,【AC】新安装的win10第一次开机认证上网会有延时----流控限制了微软更新,开机	上网	微软	认证	流控	更新	限制	系统	安装	现场
1393,【AC】审计不到收邮件的一种可能,邮件	审计	不到	收发	范围	端口	客户端	设备	现场	玩转
1394,【AC】第三方ipsec VPN对接不成功,对接	成功	c盘	现场	环回口	环境	环境变量	环境模拟	环境设备	环路
1395,【aDesk】使用升级客户端升级过程中连接中断,升级	连接	客户端	实际上	升级包	使用	过程	重新	上传	看到
1396,【WOC】VPN连不上：总部出口设备端口映射IP错误,总部	连不上	端口映射	单臂	线路	出口	不上	分支	对接	错误
1397,【WOC】BBC解控不成功，提示解控密码错误,解控	密码	集中	错误	管控	退出	提示	成功	失败	环境设备
1398,【AC】二维码认证审核人审核页面打不开--解析不了www.sangforqrcode.com域名,审核	二维码	页面	备注	认证	弹不出	扫描	解析	打不开	方式
1399,【SSL】登录失败：前一认证和当前认证非同一用户,认证	用户	登录	反馈	浏览器	出现	报错	使用	失败	现已
1400,【AC】使用谷歌浏览器登录不了AC设备,浏览器	登录	谷歌	设备	正常	使用	版本	版本信息	爆破	环回口
1401,【SSL】配置虚拟IP地址池提示：虚拟IP与Tun IP(1.1.1.1-1.1.1.254)冲突!,虚拟	冲突	ip地址	配置	提示	瑞星	现场	环回口	环境	环境变量
1402,【AF】8.0.7版本之针对域名配置应用控制策略,域名	关系	需求	数据包	控制策略	控制	进行	网络	版本	应用
1403,【aDesk】5.3.8sp1组建集群提示版本不一致,组建	版本	集群	一致	提示	报错	设备	现场	环回口	环境
1404,【aCloud】aCMP提示key被拔出,拔出	控制	提示	接口	一直	界面	服务器	环境	环境变量	环境模拟
1405,【aDesk】vdc平台登录不进去,能够	登录	平台	端口	不上	地址	正常	c盘	现场	环境
1406,【acloud】组织成员没申请到云主机,申请	工单	成员	流程	下发	组织	资源	用户	c盘	现场
1407,【AC】弹不出认证界面,弹不出	认证	界面	网页	密码	打开	设备	环路	玩转	环回口
1408,【AC】微信网页审计不到聊天记录--全局排除导致,聊天记录	审计	微信	网页	不到	全局	排除	导致	现放通	现状
1409,【AF】PDLAN安装失败之老版本兼容性问题,安装	兼容性问题	程序	电脑	版本	报错	使用	失败	提示	c盘
1410,【acloud】远程桌面接入xp虚拟机失败,远程桌面	结束	发生	接入	下列	失败	原因	管理员	建立	问题
1411,【SSL】查看封装的应用，未显示通知消息条数,消息	通知	条数	封装	却未	查看	应用	显示	用户	c盘
1412,【IPSEC】内网PC无法上网：DHCP下发网关IP错误,网关	内网	上网	下发	无法	获取	错误	部署	设备	环路
1413,【IPSEC】PDLAN安装失败：虚拟网卡安装失败,安装	网卡	失败	虚拟	提示	现已	环回口	环境	环境变量	环境模拟
1414,【AC】二次开发之解压版mysql服务器无法启动,数据库	解压	二次开发	启动	无法	外置	服务	数据中心	对接	安装
1415,【SSL】Radius认证所有用户登录VPN都提示用户名密码错误,用户名	密码	错误	认证	登录	用户	提示	环路	环回口	环境
